API명,특수문자여부,특수문자개수
"자치법규명
",No,0
"자치법규상세링크
",No,0
"자치법규일련번호
",No,0
"자치법규종류
",No,0
"작가명
",No,0
"작가명검색키워드
",No,0
"작가설명
",No,0
"작년수치(MWh)
",Yes,2
"작물명
",No,0
"작물명으로검색
",No,0
"(utf8로변환하여사용)
",Yes,2
"고추:
",Yes,1
"%EA%B3%A0%EC%B6%94
",Yes,6
"작물명으로조회시해당작물의발현부위를조회(utf8로변환하여사용)
",Yes,2
"고추:
",Yes,1
"%EA%B3%A0%EC%B6%94
",Yes,6
"작물분류
",No,0
"작물분류명
",No,0
"작물이미지
",No,0
"작물코드
",No,0
"작성명
",No,0
"작성부서
",No,0
"작성일
",No,0
"작성일(년-월-일)
",Yes,4
"작성일자
",No,0
"작성자
",No,0
"작성자명으로검색
",No,0
"작성주기
",No,0
"""5,10,15,20,30,60,120,180,360,""
",Yes,11
"720(분)
",Yes,2
"입력안하면'10'으로처리
",Yes,2
"작업구분
",No,0
"작업년
",No,0
"작업시간
",No,0
"작업시작일시
",No,0
"작업에사용된수치표고(등고선또는DEM)
",Yes,2
"작업완료일시
",No,0
"작업일시
",No,0
"작업진행
",No,0
"작은도서관명
",No,0
"작은이미지경로
",No,0
"작품/제품번호
",Yes,1
"작품/제품제목
",Yes,1
"작품명
",No,0
"작품명검색키워드
",No,0
"작품설명
",No,0
"작품수
",No,0
"작품유형
",No,0
"작품이름
",No,0
"잔류물의정의
",No,0
"잔류염도(ppm)
",Yes,2
"잔류염소
",No,0
"잔류염소(mg/L)
",Yes,3
"잔류염소[mg/L]
",Yes,3
"잔여공석
",No,0
"잔여정류장수
",No,0
"잡고체
",No,0
"단위:드럼
",Yes,1
"잡초꽃가루농도위험지수(9월~10월제공)
",Yes,3
"장기계속계약의경우에만발생되며장기계속계약전체계약금액(총부기금액)을의미함
",Yes,2
"""장기계속계약의경우에만발생되며장기계속계약전체계약금액(총부기금액)을의미함(원화,원)""
",Yes,7
"장기계약시초년도조달요청번호
",No,0
"장기계약시초년도통합계약식별번호
",No,0
"""장기계약시초년도통합계약식별번호,입력일시""""YYYY-MM-DDHH:MM:SS""""""
",Yes,11
"장기요양기관평가결과정보조회
",No,0
"장기요양시설기관기타상세정보조회
",No,0
"장기요양시설복지용구현황목록조회
",No,0
"장기요양시설사진상세정보목록조회
",No,0
"장기요양시설인력현황조회
",No,0
"장기요양시설일반현황조회
",No,0
"장기요양시설입소인원상세정보조회
",No,0
"장기요양시설프로그램운영사항목록조회
",No,0
"장기요양시설현황조회
",No,0
"장기요양시설협약기관현황목록조회
",No,0
"장기저장량
",No,0
"장기저장립수
",No,0
"장기저장번호
",No,0
"장르
",No,0
"장비번호
",No,0
"장비설명내용
",No,0
"장비소속
",No,0
"장비소속구분명
",No,0
"장서키
",No,0
"장성생산량(단위:천톤)
",Yes,3
"장소
",No,0
"장소건물명칭
",No,0
"장소검색
",No,0
"장소검색어
",No,0
"장소명
",No,0
"장소설명
",No,0
"장소의이름입니다.
",Yes,1
"장애유형
",No,0
"장애인시설설명
",No,0
"장애인편의시설시설유형코드
",No,0
"(참고:장애인편의시설유형코드)
",Yes,3
"장애인편의시설시설정보목록불러올때필요한ID
",No,0
"*나머지파라미터는제외하고입력할것
",Yes,1
"(ex
",Yes,1
"http://www.bokjiro.go.kr/openapi/nwel/getDisConvFaclList?Wfcltld=0000127517)
",Yes,12
"""장애인화장실여부(0:N,1:Y)""
",Yes,7
"장치장코드
",No,0
"재결례번호의일련번호입니다.(유일키)
",Yes,3
"재결례일련번호입니다.(유일키)
",Yes,3
"재고기준일자
",No,0
"재고량
",No,0
"재고수치합계(단위:천톤)
",Yes,3
"재료
",No,0
"재료비
",No,0
"재배면적(ha)
",Yes,2
"재배면적예측이미지파일
",No,0
"재배방법
",No,0
"재배작목명
",No,0
"재배적지면적(km2)
",Yes,2
"재배특성
",No,0
"재부착번호
",No,0
"재사용량(천톤)
",Yes,2
"재생시간
",No,0
"재생시간(/60초)
",Yes,3
"재심사기간
",No,0
"재심사대상
",No,0
"재원
",No,0
"재이용량(m2/일)_계
",Yes,4
"재이용량(㎥/일)_공정재이용
",Yes,5
"재이용량(㎥/일)_기타
",Yes,5
"재이용량(㎥/일)_세척수(축봉수포함)
",Yes,7
"재이용량(㎥/일)_조경수
",Yes,5
"재이용량(톤)
",Yes,2
"재입찰번호
",No,0
"재입찰사유
",No,0
"재적학생
",No,0
"재질
",No,0
"재평가기간
",No,0
"재평가년도
",No,0
"재평가대상년도
",No,0
"재평가제목
",No,0
"재평가제출대상
",No,0
"재학남학생수
",No,0
"재학생수
",No,0
"재학생충원율(%)
",Yes,3
"재학여학생수
",No,0
"재해발생시위험요인
",No,0
"재해위험등급
",No,0
"재해위험유형
",No,0
"재해위험의유형구분
",No,0
"재해위험지구관리번호
",No,0
"재해위험지구등급
",No,0
"재해위험지구로지정한사유
",No,0
"재해위험지구를지정한일자
",No,0
"재해위험지구를해제한일자
",No,0
"재해위험지구명
",No,0
"재해위험지구번지
",No,0
"재해위험지구상세유형명
",No,0
"재해위험지구시설의시군구단위관리기관명
",No,0
"재해위험지구시설의시군구단위의관리기관전화번호
",No,0
"재해위험지구에대한관리번호
",No,0
"재해위험지구에대한정비및조치사항진행사항에대한정보
",No,0
"재해위험지구에서해제된사유
",No,0
"재해위험지구의면적(N/m2)
",Yes,3
"재해위험지구의명칭
",No,0
"재해위험지구의읍면동이하상세주소또는식별가능한지역명
",No,0
"재해위험지구의지정및변경사항처리일자
",No,0
"재해위험지구의행정지역정보
",No,0
"재해위험지구지역명
",No,0
"재해위험지역
",No,0
"재해위험지역또는상세주소
",No,0
"재해위험지역상세주소
",No,0
"재해위험지역시설물의유형
",No,0
"재해위험지역에대해향후정비할계획에해당하는시설물에대한정보
",No,0
"재해위험지역이수해에해당하는경우관련된수계명칭
",No,0
"재해의위험도등급
",No,0
"저널명
",No,0
"저류조용량(㎥)
",Yes,3
"저상버스:1
",Yes,1
"저상버스(값:LOW)
",Yes,3
"저상버스구분
",No,0
"저상버스일경우
",No,0
"저상유무(1:저상)
",Yes,3
"저수량
",No,0
"저수량(백만m3)
",Yes,2
"저수량(예년)
",Yes,2
"저수량(전년)
",Yes,2
"저수량(현재)
",Yes,2
"저수면적
",No,0
"저수위
",No,0
"저수위(예년)
",Yes,2
"저수위(전년)
",Yes,2
"저수위(현재)
",Yes,2
"저수율
",No,0
"저수율(%)
",Yes,3
"저수율(예년)
",Yes,2
"저수율(전년)
",Yes,2
"저수율(현재)
",Yes,2
"저수조용량
",No,0
"저수지수위(m)
",Yes,2
"저수지위치
",No,0
"저수지위치(※저수지이름or저수지위치중1개이상의조회코드입력)
",Yes,3
"저수지이름
",No,0
"저수지이름
",No,0
"(※저수지이름or저수지위치중1개이상의조회코드입력)
",Yes,3
"저수지코드
",No,0
"저수현황관리수위저수량
",No,0
"저수현황저수율
",No,0
"저수현황현저수량
",No,0
"저자
",No,0
"저자:발행국(TAG008_MD):마크종류(MARCTYPE)
",Yes,7
"저자명
",No,0
"저자팀번호
",No,0
"저작권
",No,0
"저작권설명
",No,0
"저작권유무
",No,0
"저작물명칭
",No,0
"""저작물별종류ex)어문,음반,건축등""
",Yes,5
"""저작물을등록하게되는이유ex)질권소멸,양도,창작,음고정등""
",Yes,6
"저작물의고유등록번호
",No,0
"저작물의등록부문
",No,0
"저작물의등록부문에대한내용
",No,0
"저작물의등록일자
",No,0
"Datetype으로크기항목크기없음
",No,0
"저작물의등록후권리자(일반적으로저작자)
",Yes,2
"저작물의명칭
",No,0
"저작물의제작자및제작회사
",No,0
"저작자
",No,0
"저장량
",No,0
"단위:200ℓ환산드럼수
",Yes,2
"저장명
",No,0
"저장방법
",No,0
"저장일자
",No,0
"저장특성정보내용
",No,0
"저장파일명
",No,0
"저층수온
",No,0
"적TEU
",No,0
"적격심사를실시할경우해당지역업체의경우가산점을얻을수있는지역명
",No,0
"""적격심사시주공종추정금액(원화,원)""
",Yes,5
"적격심사에서사용하는업종평가비율(%)
",Yes,3
"적격심사제/최저가격제
",Yes,1
"적공구분코드
",No,0
"적립금
",No,0
"적산유량
",No,0
"적색시간
",No,0
"적설(3시간)
",Yes,2
"적설(cm)
",Yes,2
"적설(누적)
",Yes,2
"적설(일)
",Yes,2
"적용/미적용
",Yes,1
"적용금리1
",No,0
"적용금리2
",No,0
"적용기준구분명
",No,0
"적용기준구분코드
",No,0
"적용기준구준코드
",No,0
"적용년도
",No,0
"적용대상동물
",No,0
"""적용대상자료명칭(항공사진,격자자료,정사영상등)""
",Yes,6
"적용대상작물
",No,0
"적용범위
",No,0
"적용보험명
",No,0
"적용시점
",No,0
"적용시험
",No,0
"적응지역
",No,0
"적재톤수
",No,0
"적재화물명
",No,0
"적정대지규모값
",No,0
"적정성평가를위한난이도계수
",No,0
"""적정성평가를위한평가기준금액(원화,원)""
",Yes,5
"적조속보제목
",No,0
"적컨테이너수(10ft)
",Yes,2
"적컨테이너수(20ft)
",Yes,2
"적컨테이너수(35ft)
",Yes,2
"적컨테이너수(40ft)
",Yes,2
"적컨테이너수(45ft)
",Yes,2
"적컨테이너수(기타)
",Yes,2
"적컨테이너에대한전체물동량
",No,0
"적하목록관리번호
",No,0
"적하목록관리번호(MRN)
",Yes,2
"적하목록번호
",No,0
"적하목록제출번호
",No,0
"적하완료량
",No,0
"적하작업량
",No,0
"적하항
",No,0
"적합
",No,0
"적합성수준
",No,0
"적합여부
",No,0
"적합인정번호
",No,0
"적합인정유효기간
",No,0
"적합인정일자
",No,0
"전경사진
",No,0
"전경이미지
",No,0
"전광판ID
",No,0
"전광판위치명
",No,0
"전국교통량
",No,0
"전국산지조합에등록된위탁인수
",No,0
"전국산지조합에등록된위탁인이소유하고있는어선수
",No,0
"전국의산지수협위판장의전년총위탁금액
",No,0
"전국의산지조합에등록된중도매인수
",No,0
"전기전도도
",No,0
"전기전도도(EC)(단위:mg/L)
",Yes,6
"전기차급속충전기가설치되었는지여부(완속충전시간:20~30분)
",Yes,4
"전기차급속충전기설치대수
",No,0
"전기차완속충전기가설치되었는지여부(완속충전시간:4~6시간)
",Yes,4
"전기차완속충전기설치대수
",No,0
"전기차충전소가위치한상세한정보
",No,0
"전기차충전소가있는지역광역시?도명칭
",Yes,1
"전기차충전소를운영하지않는일자또는요일
",No,0
"전기차충전소명칭
",No,0
"전기차충전소소재지의도로명주소
",No,0
"전기차충전소소재지의지번주소
",No,0
"전기차충전소운영시작시각
",No,0
"전기차충전소운영종료시각
",No,0
"전기차충전소의경도좌표
",No,0
"전기차충전소의관리담당자연락처
",No,0
"전기차충전소의운영및관리를하는업체또는기관명
",No,0
"전기차충전소의위도좌표
",No,0
"전기차충전시주차장사용료가부과되는지여부
",No,0
"전기타시설
",No,0
"전기타시설종류
",No,0
"전년누계
",No,0
"전년대비뉴계증감율
",No,0
"전년대비증감율
",No,0
"전년동월
",No,0
"전년동월누계대비증감률
",No,0
"전년동월대비증감률
",No,0
"전년동월대비증감율
",No,0
"전년동일평균가
",No,0
"전년전월대비증감률
",No,0
"전년전월대비증람률
",No,0
"전년합계
",No,0
"전달메시지
",No,0
"전담기관
",No,0
"전력사용량(MWh)
",Yes,2
"전망대부근위치의요오드량
",No,0
"단위:uSv/hr
",Yes,2
"전망대부근위치의이온량
",No,0
"단위:uSv/hr
",Yes,2
"전문/일반
",Yes,1
"전문/일반구분
",Yes,1
"전문/일반구분명
",Yes,1
"전문/일반구분코드
",Yes,1
"전문/일반구분코드_M58
",Yes,2
"전문병원코드
",No,0
"전문일반
",No,0
"""전문일반(의약외품/일반의약품/전문의약품/전문,희귀/원료의약품/한약재/일반(안전상비))""
",Yes,13
"전문일반구분코드
",No,0
"전문존재유무
",No,0
"전방IC
",No,0
"전복리시설종류코드
",No,0
"전복리시설종류코드명
",No,0
"전부대종류코드
",No,0
"전부대종류코드명
",No,0
"전사회
",No,0
"전산능력
",No,0
"전세계에서거래되는상품들의대분류명
",No,0
"*국제표준코드사용:GPC(Segment명)
",Yes,4
"전세계에서거래되는상품들의대분류코드
",No,0
"*국제표준코드사용:GPC(Segment코드)
",Yes,4
"*농축수산물과매핑되는GPC분류는50으로시작됨
",Yes,1
"-50:Food/Beverage/Tobacco(음식료품및담배)
",Yes,6
"전세계에서거래되는상품들의소분류명
",No,0
"*국제표준코드사용:GPC(Class명)
",Yes,4
"전세계에서거래되는상품들의소분류코드
",No,0
"*국제표준코드사용:GPC(Class코드)
",Yes,4
"전세계에서거래되는상품들의중분류명
",No,0
"*국제표준코드사용:GPC(Family명)
",Yes,4
"전세계에서거래되는상품들의중분류코드
",No,0
"*국제표준코드사용:GPC(Family코드)
",Yes,4
"전세자금보증업무지침(공사홈페이지참조)에서정한보증한도우대가구해당여부를N또는Y로입력
",Yes,2
"전세자금보증업무지침(공사홈페이지참조)에서정한채권보전조치선택여부를N또는Y로입력
",Yes,2
"전수자
",No,0
"전시공연내용
",No,0
"전시공연장경도(WGS84)
",Yes,2
"전시공연장문의처
",No,0
"전시공연장부대시설
",No,0
"전시공연장소개
",No,0
"전시공연장위도(WGS84)
",Yes,2
"전시공연장이용시간
",No,0
"전시공연장입장료(단위:원)
",Yes,3
"전시공연장주소
",No,0
"전시공연장주차시설
",No,0
"전시공연장주차요금(단위:원)
",Yes,3
"전시공연장홈페이지
",No,0
"전시공연제목
",No,0
"전시공연휴무일
",No,0
"전시기간
",No,0
"전시명
",No,0
"전시시작일
",No,0
"전시유물
",No,0
"전시장소
",No,0
"전시제목
",No,0
"전시종료일
",No,0
"전시회내용
",No,0
"전시회명
",No,0
"전용면적
",No,0
"전용면적(㎡)
",Yes,3
"전운량-현재일기(currentWeather)값이4이하일경우전운량(cloudAmount)값을기준으로현재날씨를파악
",Yes,5
"전운량(1/10)
",Yes,3
"전원전압(Volt)
",Yes,2
"전월
",No,0
"전월대비증감률
",No,0
"전월평균가
",No,0
"전유공용구분코드
",No,0
"전유공용구분코드명
",No,0
"전일감발전력(MW)
",Yes,2
"전일강우량누계(금년)
",Yes,2
"전일강우량누계(예년)
",Yes,2
"전일강우량누계(전년)
",Yes,2
"전일공급능력(MW)
",Yes,2
"전일공급예비력(MW)
",Yes,2
"전일공급예비율(%)
",Yes,3
"전일대비공급능력(MW)
",Yes,2
"전일방류량(본댐)
",Yes,2
"전일방류량(생공용수)
",Yes,2
"전일방류량(여수로)
",Yes,2
"전일방류량(전체)
",Yes,2
"전일방류량(조정치)
",Yes,2
"""전일방류량(하천,관개)""
",Yes,5
"전일사용량(천톤)
",Yes,2
"전일설비용량(MW)
",Yes,2
"전일성적
",No,0
"전일실적기상상태
",No,0
"전일실적최고온도(℃)
",Yes,3
"전일실적최저온도(℃)
",Yes,3
"전일운영예비력(MW)
",Yes,2
"전일운영예비율(%)
",Yes,3
"전일유입량
",No,0
"전일조사가격
",No,0
"전일최대전력(MW)
",Yes,2
"전임교원
",No,0
"전임교원/전임교원
",Yes,1
"전임교원1인당논문실적(한국연구재단등재지[후보포함])[지표아이디:57]
",Yes,7
"전임교원1인당논문실적(SCI급/SCOPUS학술지)[지표아이디:58]
",Yes,6
"전임교원확보율(학생정원기준)
",Yes,2
"전입유입량
",No,0
"전자민원창구공개여부
",No,0
"전자조달시스템을이용하지않은비전자계약실적건수
",No,0
"""전자조달시스템을이용하지않은비전자계약실적금액(원,원화)""
",Yes,5
"전자지도구간좌표
",No,0
"전자책URL
",No,0
"전자책제어번호
",No,0
"전작용(개소수)
",Yes,2
"전작용(이용량)
",Yes,2
"전주번호
",No,0
"전주전산화번호
",No,0
"전체
",No,0
"전체:no=1058
",Yes,2
"매출규모별:no=1059
",Yes,2
"전체(국내+해외)
",Yes,3
"전체거치대(대)
",Yes,2
"전체건수
",No,0
"전체건축면적(㎡)
",Yes,3
"전체게시물수
",No,0
"전체결과수
",No,0
"전체관람
",No,0
"전체교통량(대)
",Yes,2
"전체기관명
",No,0
"전체대여소(개)
",Yes,2
"전체데이터개수
",No,0
"전체로조회시에는“전체”연계시스템코드로검색시에는연계시스템명
",Yes,2
"전체면적-건물연면적
",Yes,1
"전체면적-대지면적
",Yes,1
"전체사용량(천톤)
",Yes,2
"전체생산량합계
",No,0
"전체세관신고서건수
",No,0
"전체수량(대)
",Yes,2
"전체쓰레기반입량
",No,0
"전체쓰레기소각량
",No,0
"전체연면적(㎡)
",Yes,3
"전체외항화물처리톤수
",No,0
"전체이름
",No,0
"전체일반인석
",No,0
"전체입소대기자수
",No,0
"전체입출항척수
",No,0
"전체입출항톤수
",No,0
"전체자료수
",No,0
"전체장애인석
",No,0
"전체집행면적(㎡)
",Yes,3
"전체집행연장(m)
",Yes,2
"전체처리내외항화물톤수
",No,0
"전체처리외항화물톤수
",No,0
"전체처리화물톤수
",No,0
"전체침출수처리량
",No,0
"전체카운트
",No,0
"전체컨테이너물동량
",No,0
"전체특보해제시각
",No,0
"전체페이지
",No,0
"전체페이지개수
",No,0
"전체페이지수
",No,0
"전체합계송수량
",No,0
"전체합계취수량
",No,0
"전출항지국가코드
",No,0
"전출항지명
",No,0
"전출항지출항일시
",No,0
"전출항지코드
",No,0
